AGE,Base Salary,CUM YEARLY CASH,Cap Hit,Dead,Dead Cap,Misc.,Option,PLAYER,Restructure,Roster,Roster Bonus,Signing,Signing Bonus,TEAM,Workout,Workout Bonus,YEAR,Yearly Cash
28,"$1,250,000","$7,750,000","$3,250,000",,"$7,250,000",-,,Kenny Vaccaro,,"$500,000",,"$1,500,000",,Titans,,,2019,"$7,750,000"
29,"$4,250,000","$13,000,000","$6,750,000",,"$8,750,000","$500,000",,Kenny Vaccaro,,"$500,000",,"$1,500,000",,Titans,,,2020,"$5,250,000"
30,"$5,000,000","$18,500,000","$7,000,000",,"$3,000,000",-,,Kenny Vaccaro,,"$500,000",,"$1,500,000",,Titans,,,2021,"$5,500,000"
31,"$5,500,000","$24,500,000","$7,500,000",,"$1,500,000",-,,Kenny Vaccaro,,"$500,000",,"$1,500,000",,Titans,,,2022,"$6,000,000"
29,"$2,200,000","$6,800,000","$6,000,000",,"$6,600,000",,,A.J. Klein,,"$3,300,000",,"$400,000",,Bills,"$100,000",,2020,"$6,800,000"
30,"$4,100,000","$12,800,000","$6,400,000",,"$4,000,000",,,A.J. Klein,,"$1,800,000",,"$400,000",,Bills,"$100,000",,2021,"$6,000,000"
31,"$4,200,000","$18,000,000","$5,600,000",,"$400,000",,,A.J. Klein,,"$900,000",,"$400,000",,Bills,"$100,000",,2022,"$5,200,000"
28,"$1,500,000","$8,000,000","$3,125,000",,"$6,500,000",,,Alejandro Villanueva,-,,,"$1,625,000",,Steelers,,,2017,"$8,000,000"
29,"$705,000","$14,000,000","$4,095,000",,"$10,170,000",,,Alejandro Villanueva,"$1,765,000",,,"$1,625,000",,Steelers,,,2018,"$6,000,000"
30,"$5,000,000","$19,000,000","$8,390,000",,"$6,780,000",,,Alejandro Villanueva,"$1,765,000",,,"$1,625,000",,Steelers,,,2019,"$5,000,000"
31,"$5,000,000","$24,000,000","$8,390,000",,"$3,390,000",,,Alejandro Villanueva,"$1,765,000",,,"$1,625,000",,Steelers,,,2020,"$5,000,000"
26,"$790,000","$7,500,000","$4,833,333",,"$14,475,000",,,Albert Wilson,,"$2,685,000",,"$1,333,333",,Dolphins,"$25,000",,2018,"$7,500,000"
27,"$6,975,000","$14,500,000","$8,333,333",,"$9,666,667",,,Albert Wilson,,-,,"$1,333,333",,Dolphins,"$25,000",,2019,"$7,000,000"
28,"$9,475,000","$24,000,000","$10,833,334",,"$1,333,334",,,Albert Wilson,,-,,"$1,333,334",,Dolphins,"$25,000",,2020,"$9,500,000"
22,"$480,000","$15,933,750","$4,343,437",,"$23,888,910",,,Quenton Nelson,,-,,"$3,863,437",,Colts,,,2018,"$15,933,750"
23,"$570,000","$17,499,610","$5,429,297",,"$19,545,473",,,Quenton Nelson,,"$995,860",,"$3,863,437",,Colts,,,2019,"$1,565,860"
24,"$750,000","$20,241,330","$6,605,157",,"$14,116,176",,,Quenton Nelson,,"$1,991,720",,"$3,863,437",,Colts,,,2020,"$2,741,720"
25,"$920,000","$24,148,910","$7,771,019",,"$7,601,019",,,Quenton Nelson,,"$2,987,580",,"$3,863,439",,Colts,,,2021,"$3,907,580"
26,-,,-,,-,,,Quenton Nelson,,-,,-,,Colts,,,2022,-
21,"$450,000","$15,632,546","$4,245,636",,"$22,901,000",,,Jalen Ramsey,,,,"$3,795,636",,Rams,,,2016,"$15,632,546"
22,"$1,511,409","$17,143,955","$5,307,045",,"$19,105,364",,,Jalen Ramsey,,,,"$3,795,636",,Rams,,,2017,"$1,511,409"
23,"$2,572,818","$19,716,773","$6,368,454",,"$13,798,319",,,Jalen Ramsey,,,,"$3,795,636",,Rams,,,2018,"$2,572,818"
24,"$2,351,559","$22,068,331","$2,351,558",,"$2,351,559",,,Jalen Ramsey,,,,-,,Rams,,,2019,"$2,351,558"
25,"$13,703,000","$35,771,331","$13,703,000",,"$13,703,000",,,Jalen Ramsey,,,,-,,Rams,,,2020,"$13,703,000"
27,"$4,100,000","$14,350,000","$9,350,000",,"$14,100,000",,,Jarran Reed,,"$250,000",,"$5,000,000",,Seahawks,,,2020,"$14,350,000"
28,"$8,075,000","$22,850,000","$13,500,000",,-,,,Jarran Reed,,"$425,000",,"$5,000,000",,Seahawks,,,2021,"$8,500,000"
23,"$495,000","$15,055,100","$4,135,025",,"$14,560,100",,,Josh Allen,,,,"$3,640,025",,Jaguars,,,2019,"$15,055,100"
24,"$1,528,756","$16,583,856","$5,168,781",,"$10,920,075",,,Josh Allen,,,,"$3,640,025",,Jaguars,,,2020,"$1,528,756"
25,"$2,562,513","$19,146,369","$6,202,538",,"$7,280,050",,,Josh Allen,,,,"$3,640,025",,Jaguars,,,2021,"$2,562,513"
26,"$3,596,269","$22,742,638","$7,236,294",,"$3,640,025",,,Josh Allen,,,,"$3,640,025",,Jaguars,,,2022,"$3,596,269"
27,-,,-,,-,,,Josh Allen,,,,-,,Jaguars,,,2023,-
25,"$805,000","$8,000,000","$2,284,000",,"$10,550,000",,,Jesse James,,,,"$1,429,000",,Lions,"$50,000",,2019,"$8,000,000"
26,"$3,800,000","$11,850,000","$5,279,000",,"$8,266,000",,,Jesse James,,,,"$1,429,000",,Lions,"$50,000",,2020,"$3,850,000"
27,"$4,950,000","$16,850,000","$6,429,000",,"$4,287,000",,,Jesse James,,,,"$1,429,000",,Lions,"$50,000",,2021,"$5,000,000"
28,"$5,700,000","$22,600,000","$7,179,000",,"$2,858,000",,,Jesse James,,,,"$1,429,000",,Lions,"$50,000",,2022,"$5,750,000"
29,"$5,900,000","$28,500,000","$7,329,000",,"$1,429,000",,,Jesse James,,,,"$1,429,000",,Lions,-,,2023,"$5,900,000"
29,"$2,500,000","$8,500,000","$7,500,000",,"$11,250,000",,,Tashaun Gipson,,"$4,500,000",,"$500,000",,Texans,,,2019,"$8,500,000"
30,"$6,500,000","$15,500,000","$7,500,000",,"$4,250,000",,,Tashaun Gipson,,"$500,000",,"$500,000",,Texans,,,2020,"$7,000,000"
31,"$6,500,000","$22,500,000","$7,500,000",,"$500,000",,,Tashaun Gipson,,"$500,000",,"$500,000",,Texans,,,2021,"$7,000,000"
30,"$4,450,000","$9,000,000","$6,000,000",,"$9,000,000",,,Robert Alford,,,,"$1,500,000",,Cardinals,"$50,000",,2019,"$9,000,000"
31,"$5,950,000","$15,000,000","$7,500,000",,"$3,000,000",,,Robert Alford,,,,"$1,500,000",,Cardinals,"$50,000",,2020,"$6,000,000"
32,"$7,450,000","$22,500,000","$9,000,000",,"$1,500,000",,,Robert Alford,,,,"$1,500,000",,Cardinals,"$50,000",,2021,"$7,500,000"
27,"$2,625,000","$8,381,250","$4,881,250",,"$7,975,000",-,,Trent Murphy,,"$406,250",,"$1,750,000",,Bills,"$100,000",,2018,"$8,381,250"
28,"$5,800,000","$15,452,053","$8,800,000",,"$6,600,000","$150,000",,Trent Murphy,,"$1,000,000",,"$1,750,000",,Bills,"$100,000",,2019,"$7,070,803"
29,"$6,425,000","$23,477,053","$9,775,000",,"$1,750,000","$500,000",,Trent Murphy,,"$1,000,000",,"$1,750,000",,Bills,"$100,000",,2020,"$8,025,000"
26,"$4,000,000","$10,000,000","$6,000,000",,"$16,000,000",,,Avery Williamson,,,,"$2,000,000",,Jets,,,2018,"$10,000,000"
27,"$6,000,000","$16,000,000","$8,000,000",,"$10,000,000",,,Avery Williamson,,,,"$2,000,000",,Jets,,,2019,"$6,000,000"
28,"$6,500,000","$22,500,000","$8,500,000",,"$2,000,000",,,Avery Williamson,,,,"$2,000,000",,Jets,,,2020,"$6,500,000"
27,"$2,000,000","$4,000,000","$2,500,000",,"$4,000,000",,,Nick Easton,,-,,"$500,000",,Saints,,,2019,"$4,000,000"
28,"$4,500,000","$8,843,750","$5,343,750",,"$1,500,000",,,Nick Easton,,"$343,750",,"$500,000",,Saints,,,2020,"$4,843,750"
29,"$5,500,000","$14,843,750","$6,500,000",,"$1,000,000",,,Nick Easton,,"$500,000",,"$500,000",,Saints,,,2021,"$6,000,000"
30,"$7,000,000","$22,343,750","$8,000,000",,"$500,000",,,Nick Easton,,"$500,000",,"$500,000",,Saints,,,2022,"$7,500,000"
30,"$1,200,000","$15,400,000","$11,716,668",,"$16,116,668",,,Joe Haden,-,"$3,000,000",,"$7,516,668",,Steelers,,,2019,"$15,400,000"
31,"$1,050,000","$22,400,000","$9,625,000",,"$12,600,000",,,Joe Haden,"$2,975,000",-,,"$5,600,000",,Steelers,,,2020,"$7,000,000"
32,-,,"$2,975,000",,"$2,975,000",,,Joe Haden,"$2,975,000",-,,-,,Steelers,,,2021,-
21,"$465,000","$14,793,154","$4,047,038",,"$14,328,154",,,Jamal Adams,,-,,"$3,582,038",,Jets,,,2017,"$14,793,154"
22,"$555,000","$16,269,918","$5,058,802",,"$10,746,116",,,Jamal Adams,,"$921,764",,"$3,582,038",,Jets,,,2018,"$1,476,764"
23,"$645,000","$18,758,446","$6,070,566",,"$7,164,078",,,Jamal Adams,,"$1,843,528",,"$3,582,038",,Jets,,,2019,"$2,488,528"
24,"$825,000","$22,348,738","$7,172,332",,"$3,582,040",,,Jamal Adams,,"$2,765,292",,"$3,582,040",,Jets,,,2020,"$3,590,292"
25,-,,-,,-,,,Jamal Adams,,-,,-,,Jets,,,2021,-
30,"$1,000,000","$12,882,352","$7,951,000",,"$12,000,000",,,Maurkice Pouncey,"$951,000","$3,000,000",,"$3,000,000",,Steelers,,,2019,"$12,882,352"
31,"$1,050,000","$20,882,352","$7,525,000",,"$12,950,000",,,Maurkice Pouncey,"$3,475,000",-,,"$3,000,000",,Steelers,,,2020,"$8,000,000"
32,"$8,000,000","$28,882,352","$14,475,000",,"$6,475,000",,,Maurkice Pouncey,"$3,475,000",-,,"$3,000,000",,Steelers,,,2021,"$8,000,000"
26,"$2,250,000","$6,250,000","$3,250,000",,"$6,250,000",,,Blake Jarwin,,-,,"$1,000,000",,Cowboys,,,2020,"$6,250,000"
27,"$3,500,000","$10,500,000","$5,250,000",,"$3,000,000",,,Blake Jarwin,,"$750,000",,"$1,000,000",,Cowboys,,,2021,"$4,250,000"
28,"$4,500,000","$15,750,000","$6,250,000",,"$2,000,000",,,Blake Jarwin,,"$750,000",,"$1,000,000",,Cowboys,,,2022,"$5,250,000"
29,"$5,500,000","$22,000,000","$7,250,000",,"$1,000,000",,,Blake Jarwin,,"$750,000",,"$1,000,000",,Cowboys,,,2023,"$6,250,000"
25,"$1,025,000","$7,025,000","$2,525,000",,"$11,225,000",,,Matthew Ioannidis,,-,,"$1,500,000",,Redskins,,,2019,"$7,025,000"
26,"$4,200,000","$11,525,000","$6,000,000",,"$8,700,000",,,Matthew Ioannidis,,"$300,000",,"$1,500,000",,Redskins,,,2020,"$4,500,000"
27,"$5,200,000","$17,025,000","$7,000,000",,"$3,000,000",,,Matthew Ioannidis,,"$300,000",,"$1,500,000",,Redskins,,,2021,"$5,500,000"
28,"$6,450,000","$23,775,000","$8,250,000",,"$1,500,000",,,Matthew Ioannidis,,"$300,000",,"$1,500,000",,Redskins,,,2022,"$6,750,000"
31,"$6,800,000","$14,263,513","$12,950,000",,"$23,800,000",,"$1,500,000",Jerry Hughes,,"$1,000,000",,"$3,500,000",,Bills,"$150,000",,2019,"$14,263,513"
32,"$6,650,000","$21,663,513","$9,500,000",,"$11,350,000",,-,Jerry Hughes,,"$500,000",,"$2,100,000",,Bills,"$250,000",,2020,"$7,400,000"
33,"$6,100,000","$29,013,513","$9,450,000",,"$2,100,000",,-,Jerry Hughes,,"$1,000,000",,"$2,100,000",,Bills,"$250,000",,2021,"$7,350,000"
29,"$5,150,000","$8,337,500","$6,087,500",,"$10,250,000",,,Jack Doyle,,"$187,500",,"$750,000",,Colts,,,2019,"$8,337,500"
30,"$1,250,000","$16,087,500","$8,500,000",,"$9,500,000",,,Jack Doyle,,"$6,500,000",,"$750,000",,Colts,,,2020,"$7,750,000"
31,"$4,350,000","$21,187,500","$5,850,000",,"$1,500,000",,,Jack Doyle,,"$750,000",,"$750,000",,Colts,,,2021,"$5,100,000"
32,"$4,700,000","$26,637,500","$6,200,000",,"$750,000",,,Jack Doyle,,"$750,000",,"$750,000",,Colts,,,2022,"$5,450,000"
28,"$14,781,000","$14,781,000","$14,781,000",,-,,,Brandon Scherff,,,,,,Redskins,,,2020,"$14,781,000"
22,"$480,000","$13,965,846","$3,851,461",,"$21,183,038",,,Josh Allen,,-,,"$3,371,461",,Bills,,,2018,"$13,965,846"
23,"$570,000","$15,460,561","$4,814,326",,"$17,331,575",,,Josh Allen,,"$872,865",,"$3,371,461",,Bills,,,2019,"$1,494,715"
24,"$750,000","$17,956,291","$5,867,191",,"$12,517,249",,,Josh Allen,,"$1,745,730",,"$3,371,461",,Bills,,,2020,"$2,495,730"
25,"$920,000","$21,494,887","$6,910,057",,"$6,740,057",,,Josh Allen,,"$2,618,596",,"$3,371,461",,Bills,,,2021,"$3,538,596"
26,-,,-,,-,,,Josh Allen,,-,,-,,Bills,,,2022,-
30,"$2,000,000","$5,553,867","$2,875,000",,"$7,000,000",,-,James Carpenter,,-,,"$875,000",,Falcons,,,2019,"$5,553,867"
31,"$3,750,000","$9,475,742","$5,130,208",,"$5,375,000",,"$333,333",James Carpenter,,"$171,875",,"$875,000",,Falcons,,,2020,"$3,921,875"
32,"$5,000,000","$14,725,742","$6,458,333",,"$1,750,000",,"$333,333",James Carpenter,,"$250,000",,"$875,000",,Falcons,,,2021,"$5,250,000"
33,"$5,000,000","$20,975,742","$6,458,334",,"$875,000",,"$333,334",James Carpenter,,"$250,000",,"$875,000",,Falcons,,,2022,"$6,250,000"
26,"$2,000,000","$7,450,000","$3,750,000",,"$7,100,000",,,Kyle Juszczyk,,"$400,000",,"$1,250,000",,49ers,"$100,000",,2017,"$7,450,000"
27,"$2,750,000","$10,700,000","$4,500,000",,"$6,600,000",,,Kyle Juszczyk,,"$400,000",,"$1,250,000",,49ers,"$100,000",,2018,"$3,250,000"
28,"$4,200,000","$15,300,000","$5,850,000",,"$2,600,000",,,Kyle Juszczyk,,"$300,000",,"$1,250,000",,49ers,"$100,000",,2019,"$4,600,000"
29,"$5,050,000","$20,750,000","$6,700,000",,"$1,250,000",,,Kyle Juszczyk,,"$300,000",,"$1,250,000",,49ers,"$100,000",,2020,"$5,450,000"
26,"$4,000,000","$8,000,000","$5,333,333",,"$14,000,000",,,DaQuan Jones,,,,"$1,333,333",,Titans,,,2018,"$8,000,000"
27,"$6,000,000","$14,000,000","$7,333,333",,"$8,666,667",,,DaQuan Jones,,,,"$1,333,333",,Titans,,,2019,"$6,000,000"
28,"$7,000,000","$21,000,000","$8,333,334",,"$1,333,334",,,DaQuan Jones,,,,"$1,333,334",,Titans,,,2020,"$7,000,000"
27,"$6,750,000","$7,000,000","$7,000,000",,"$13,500,000",,,Nick Kwiatkoski,,-,,,,Raiders,"$250,000",,2020,"$7,000,000"
28,"$3,375,000","$14,000,000","$7,000,000",,"$6,750,000",,,Nick Kwiatkoski,,"$3,375,000",,,,Raiders,"$250,000",,2021,"$7,000,000"
29,"$6,750,000","$21,000,000","$7,000,000",,-,,,Nick Kwiatkoski,,-,,,,Raiders,"$250,000",,2022,"$7,000,000"
25,"$720,000","$8,795,000","$2,738,750",,"$11,995,000",,,Jonathan Jones,,-,,"$2,018,750",,Patriots,,,2019,"$8,795,000"
26,"$3,200,000","$12,745,000","$5,968,750",,"$9,256,250",,,Jonathan Jones,,"$750,000",,"$2,018,750",,Patriots,,,2020,"$3,950,000"
27,"$4,300,000","$17,845,000","$7,118,750",,"$4,037,500",,,Jonathan Jones,,"$800,000",,"$2,018,750",,Patriots,,,2021,"$5,100,000"
28,"$5,400,000","$23,995,000","$8,168,750",,"$2,018,750",,,Jonathan Jones,,"$750,000",,"$2,018,750",,Patriots,,,2022,"$6,150,000"
22,"$450,000","$13,547,695","$3,724,423",,"$20,034,331",,,Ronnie Stanley,,,,"$3,274,423",,Ravens,,,2016,"$13,547,695"
23,"$1,381,106","$14,928,801","$4,655,529",,"$16,759,908",,,Ronnie Stanley,,,,"$3,274,423",,Ravens,,,2017,"$1,381,106"
24,"$2,312,212","$17,241,013","$5,586,635",,"$12,104,379",,,Ronnie Stanley,,,,"$3,274,423",,Ravens,,,2018,"$2,312,212"
25,"$3,243,318","$20,515,825","$6,517,744",,"$6,517,744",,,Ronnie Stanley,,,,"$3,274,426",,Ravens,,,2019,"$3,274,812"
26,"$12,866,000","$33,381,825","$12,866,000",,"$12,866,000",,,Ronnie Stanley,,,,-,,Ravens,,,2020,"$12,866,000"
27,"$3,095,000","$7,653,605","$4,220,000",,"$4,500,000",,,Trey Hopkins,,-,,"$1,125,000",,Bengals,-,,2019,"$7,653,605"
28,"$2,550,000","$12,103,605","$5,575,000",,"$4,875,000",,,Trey Hopkins,,"$1,700,000",,"$1,125,000",,Bengals,"$200,000",,2020,"$4,450,000"
29,"$4,300,000","$17,553,605","$6,575,000",,"$2,250,000",,,Trey Hopkins,,"$950,000",,"$1,125,000",,Bengals,"$200,000",,2021,"$5,450,000"
30,"$5,600,000","$23,753,605","$7,325,000",,"$1,125,000",,,Trey Hopkins,,"$400,000",,"$1,125,000",,Bengals,"$200,000",,2022,"$6,200,000"
25,"$2,050,000","$8,050,000","$3,645,849",,"$6,095,849",,,Dean Lowry,,-,,"$1,595,849",,Packers,-,,2019,"$8,050,000"
26,"$1,000,000","$11,750,000","$5,200,000",,"$6,500,000",,,Dean Lowry,,"$2,400,000",,"$1,500,000",,Packers,"$300,000",,2020,"$3,700,000"
27,"$4,100,000","$16,550,000","$6,300,000",,"$3,000,000",,,Dean Lowry,,"$400,000",,"$1,500,000",,Packers,"$300,000",,2021,"$4,800,000"
28,"$4,900,000","$22,350,000","$7,300,000",,"$1,500,000",,,Dean Lowry,,"$400,000",,"$1,500,000",,Packers,"$500,000",,2022,"$5,800,000"
24,"$645,000","$4,145,000","$1,345,000",,"$6,490,000",,,Harrison Butker,,-,,"$700,000",,Chiefs,-,,2019,"$4,145,000"
25,"$2,345,000","$6,640,000","$3,195,000",,"$5,145,000",,,Harrison Butker,,"$100,000",,"$700,000",,Chiefs,"$50,000",,2020,"$2,495,000"
26,"$3,090,000","$9,880,000","$3,940,000",,"$2,100,000",,,Harrison Butker,,"$100,000",,"$700,000",,Chiefs,"$50,000",,2021,"$3,240,000"
27,"$3,350,000","$13,380,000","$4,200,000",,"$1,400,000",,,Harrison Butker,,"$100,000",,"$700,000",,Chiefs,"$50,000",,2022,"$3,500,000"
28,"$3,550,000","$17,080,000","$4,400,000",,"$700,000",,,Harrison Butker,,"$100,000",,"$700,000",,Chiefs,"$50,000",,2023,"$3,700,000"
29,"$3,690,000","$20,920,000","$3,840,000",,-,,,Harrison Butker,,"$100,000",,-,,Chiefs,"$50,000",,2024,"$3,840,000"
25,"$850,000","$6,100,000","$1,900,000",,"$9,200,000",,,Wil Lutz,,-,,"$1,050,000",,Saints,-,,2019,"$6,100,000"
26,"$3,100,000","$9,250,000","$4,200,000",,"$7,300,000",,,Wil Lutz,,-,,"$1,050,000",,Saints,"$50,000",,2020,"$3,150,000"
27,"$3,400,000","$12,900,000","$4,700,000",,"$3,150,000",,,Wil Lutz,,"$200,000",,"$1,050,000",,Saints,"$50,000",,2021,"$3,650,000"
28,"$3,400,000","$16,550,000","$4,700,000",,"$2,100,000",,,Wil Lutz,,"$200,000",,"$1,050,000",,Saints,"$50,000",,2022,"$3,650,000"
29,"$3,400,000","$20,250,000","$4,750,000",,"$1,050,000",,,Wil Lutz,,"$250,000",,"$1,050,000",,Saints,"$50,000",,2023,"$3,700,000"
25,"$1,100,000","$5,634,375","$4,188,986",,"$4,438,986",,,Shawn Williams,,"$2,250,000",,"$538,986",,Bengals,"$300,000",,2016,"$5,634,375"
26,"$3,100,000","$9,206,250","$4,034,375",,"$5,000,000",,,Shawn Williams,,"$234,375",,"$400,000",,Bengals,"$300,000",,2017,"$3,571,875"
27,"$3,200,000","$12,956,250","$4,150,000",,"$4,700,000",,,Shawn Williams,,"$250,000",,"$400,000",,Bengals,"$300,000",,2018,"$3,750,000"
28,"$3,500,000","$17,062,558","$4,450,000",,"$1,100,000",,,Shawn Williams,,"$250,000",,"$400,000",,Bengals,"$300,000",,2019,"$4,106,308"
29,"$3,535,000","$21,147,558","$4,485,000",,"$400,000",,,Shawn Williams,,"$250,000",,"$400,000",,Bengals,"$300,000",,2020,"$4,085,000"
30,"$1,000,000","$6,000,000","$2,250,000",,"$6,000,000",,,Patrick Robinson,,-,,"$1,250,000",,Saints,-,,2018,"$6,000,000"
31,"$4,000,000","$10,100,000","$5,350,000",,"$7,850,000",,,Patrick Robinson,,-,,"$1,250,000",,Saints,"$100,000",,2019,"$4,100,000"
32,"$1,870,000","$12,300,000","$3,450,000",,"$2,500,000",,,Patrick Robinson,,"$230,000",,"$1,250,000",,Saints,"$100,000",,2020,"$2,200,000"
33,"$2,000,000","$14,400,000","$3,350,000",,"$1,250,000",,,Patrick Robinson,,-,,"$1,250,000",,Saints,"$100,000",,2021,"$2,100,000"
27,"$4,000,000","$12,000,000","$8,000,000",,"$12,000,000",,,Robby Anderson,,,,"$4,000,000",,Panthers,,,2020,"$12,000,000"
28,"$8,000,000","$20,000,000","$12,000,000",,"$4,000,000",,,Robby Anderson,,,,"$4,000,000",,Panthers,,,2021,"$8,000,000"
29,"$1,000,000","$9,008,563","$4,696,668",,"$14,596,668",,,Justin Tucker,"$596,668",,,"$3,100,000",,Ravens,,,2019,"$9,008,563"
30,"$3,500,000","$12,508,563","$5,100,000",,"$9,900,000",,,Justin Tucker,-,,,"$1,600,000",,Ravens,,,2020,"$3,500,000"
31,"$3,500,000","$16,008,563","$5,100,000",,"$4,800,000",,,Justin Tucker,-,,,"$1,600,000",,Ravens,,,2021,"$3,500,000"
32,"$3,500,000","$19,508,563","$5,100,000",,"$3,200,000",,,Justin Tucker,-,,,"$1,600,000",,Ravens,,,2022,"$3,500,000"
33,"$3,550,000","$23,058,563","$5,150,000",,"$1,600,000",,,Justin Tucker,-,,,"$1,600,000",,Ravens,,,2023,"$3,550,000"
29,"$4,500,000","$9,781,250","$7,281,250",,"$9,500,000",,,Desmond Trufant,,"$281,250",,"$2,500,000",,Lions,,,2020,"$9,781,250"
30,"$9,500,000","$19,781,250","$12,500,000",,"$6,000,000",,,Desmond Trufant,,"$500,000",,"$2,500,000",,Lions,,,2021,"$10,000,000"
29,"$1,000,000","$6,250,000","$2,500,000",,"$6,000,000",,,Devon Kennard,,"$250,000",,"$1,250,000",,Cardinals,,,2020,"$6,250,000"
30,"$6,250,000","$13,000,000","$8,000,000",,"$3,750,000",,,Devon Kennard,,"$500,000",,"$1,250,000",,Cardinals,,,2021,"$6,750,000"
31,"$6,750,000","$20,000,000","$8,250,000",,"$2,500,000",,,Devon Kennard,,"$250,000",,"$1,250,000",,Cardinals,,,2022,"$7,000,000"
32,-,,"$1,250,000",,"$1,250,000",,,Devon Kennard,,-,,"$1,250,000",,Cardinals,,,2023,-
22,"$495,000","$12,930,436","$3,603,859",,"$19,821,225",,,T.J. Hockenson,,-,,"$3,108,859",,Lions,,,2019,"$12,930,436"
23,"$675,000","$14,416,401","$4,594,824",,"$16,217,366",,,T.J. Hockenson,,"$810,965",,"$3,108,859",,Lions,,,2020,"$1,485,965"
24,"$850,000","$16,888,331","$5,580,789",,"$11,712,542",,,T.J. Hockenson,,"$1,621,930",,"$3,108,859",,Lions,,,2021,"$2,471,930"
25,"$965,000","$20,286,226","$6,506,754",,"$6,306,753",,,T.J. Hockenson,,"$2,432,895",,"$3,108,859",,Lions,,,2022,"$3,397,895"
26,-,,-,,-,,,T.J. Hockenson,,-,,-,,Lions,,,2023,-
22,"$465,000","$12,968,584","$3,590,896",,"$12,503,584",,,Mike Williams,,-,,"$3,125,896",,Chargers,,,2017,"$12,968,584"
23,"$1,362,724","$14,331,308","$4,488,620",,"$9,377,688",,,Mike Williams,,-,,"$3,125,896",,Chargers,,,2018,"$1,362,724"
24,"$2,260,448","$16,591,756","$5,386,344",,"$6,251,792",,,Mike Williams,,-,,"$3,125,896",,Chargers,,,2019,"$2,260,448"
25,"$825,000","$19,839,946","$6,374,086",,"$6,284,086",,,Mike Williams,,"$2,423,190",,"$3,125,896",,Chargers,,,2020,"$3,248,190"
26,-,,-,,-,,,Mike Williams,,-,,-,,Chargers,,,2021,-
26,"$720,000","$3,720,000","$1,355,096",,"$3,755,096",,,Jakeem Grant,,-,,"$635,096",,Dolphins,-,,2019,"$3,720,000"
27,"$3,780,000","$7,500,000","$4,380,000",,"$2,400,000",,,Jakeem Grant,,-,,"$600,000",,Dolphins,-,,2020,"$3,780,000"
28,"$3,600,000","$11,650,000","$4,750,000",,"$1,800,000",,,Jakeem Grant,,"$500,000",,"$600,000",,Dolphins,"$50,000",,2021,"$4,150,000"
29,"$3,750,000","$15,950,000","$4,900,000",,"$1,200,000",,,Jakeem Grant,,"$500,000",,"$600,000",,Dolphins,"$50,000",,2022,"$4,300,000"
30,"$3,920,000","$20,420,000","$5,070,000",,"$600,000",,,Jakeem Grant,,"$500,000",,"$600,000",,Dolphins,"$50,000",,2023,"$4,470,000"
26,"$795,797","$7,895,797","$2,545,193",,"$9,349,396",,,Vance McDonald,-,-,,"$1,649,396",,Steelers,"$100,000",,2016,"$7,895,797"
27,"$2,100,000","$10,464,547","$2,175,000",,"$2,100,000",,,Vance McDonald,-,"$75,000",,-,,Steelers,-,,2017,"$2,568,750"
28,"$790,000","$15,017,672","$2,370,625",,"$3,850,000",,,Vance McDonald,"$727,500","$703,125",,-,,Steelers,"$150,000",,2018,"$4,553,125"
29,"$4,200,000","$20,023,922","$5,733,750",,"$2,332,500",,,Vance McDonald,"$727,500","$656,250",,-,,Steelers,"$150,000",,2019,"$5,006,250"
30,"$1,100,000","$25,123,922","$3,827,500",,"$5,455,000",,,Vance McDonald,"$2,727,500",-,,-,,Steelers,-,,2020,"$5,100,000"
31,"$5,200,000","$30,323,922","$7,927,500",,"$2,727,500",,,Vance McDonald,"$2,727,500",-,,-,,Steelers,-,,2021,"$5,200,000"
21,"$495,000","$12,785,503","$3,557,301",,"$19,565,156",,,Ed Oliver,,,,"$3,062,301",,Bills,,,2019,"$12,785,503"
22,"$1,389,325","$14,174,828","$4,451,626",,"$16,007,855",,,Ed Oliver,,,,"$3,062,301",,Bills,,,2020,"$1,389,325"
23,"$2,273,651","$16,448,479","$5,335,952",,"$11,561,229",,,Ed Oliver,,,,"$3,062,301",,Bills,,,2021,"$2,273,651"
24,"$3,162,976","$19,611,455","$6,225,277",,"$6,225,277",,,Ed Oliver,,,,"$3,062,301",,Bills,,,2022,"$3,162,976"
25,-,,-,,-,,,Ed Oliver,,,,-,,Bills,,,2023,-
26,"$1,914,000","$7,414,000","$3,289,000",,"$7,414,000",,,Ricardo Allen,-,,,"$1,375,000",,Falcons,,,2018,"$7,414,000"
27,"$1,250,000","$10,980,490","$3,375,000",,"$7,625,000",,,Ricardo Allen,"$750,000",,,"$1,375,000",,Falcons,,,2019,"$3,566,490"
28,"$5,250,000","$16,230,490","$7,375,000",,"$4,250,000",,,Ricardo Allen,"$750,000",,,"$1,375,000",,Falcons,,,2020,"$5,250,000"
29,"$6,250,000","$22,480,490","$8,375,000",,"$2,125,000",,,Ricardo Allen,"$750,000",,,"$1,375,000",,Falcons,,,2021,"$6,250,000"
29,"$1,525,000","$9,125,000","$8,000,000",,"$9,400,000",,,Jordan Poyer,,"$4,400,000",,"$1,875,000",,Bills,"$200,000",,2020,"$9,125,000"
30,"$6,275,000","$16,000,000","$7,875,000",,"$2,000,000",,,Jordan Poyer,,"$400,000",,"$1,000,000",,Bills,"$200,000",,2021,"$6,875,000"
