AGE,Base Salary,CUM YEARLY CASH,Cap Hit,Dead,Dead Cap,Misc.,Option,PLAYER,Restructure,Roster,Roster Bonus,Signing,Signing Bonus,TEAM,Workout,Workout Bonus,YEAR,Yearly Cash
31,"$3,500,000","$10,551,787","$6,500,000",,"$1,500,000","$1,000,000",,J.R. Sweezy,,"$500,000",,"$1,500,000",,Cardinals,,,2020,"$5,000,000"
25,"$615,000","$2,477,500","$1,320,000",,"$1,605,000",-,,David Andrews,,"$300,000",,"$405,000",,Patriots,,,2017,"$2,477,500"
26,"$900,000","$4,477,500","$2,400,000",,"$2,100,000","$700,000",,David Andrews,,"$400,000",,"$400,000",,Patriots,,,2018,"$2,000,000"
27,"$2,000,000","$7,577,500","$3,500,000",,"$800,000","$700,000",,David Andrews,,-,,"$400,000",,Patriots,,,2019,"$3,100,000"
28,"$3,000,000","$10,577,500","$3,400,000",,"$400,000",-,,David Andrews,,-,,"$400,000",,Patriots,,,2020,"$3,000,000"
23,"$465,000","$5,071,585","$1,616,646",,"$6,749,070",,,Ryan Ramczyk,,,,"$1,151,646",,Saints,,,2017,"$5,071,585"
24,"$869,162","$5,940,747","$2,020,808",,"$3,294,131",,,Ryan Ramczyk,,,,"$1,151,646",,Saints,,,2018,"$869,162"
25,"$1,273,323","$7,214,070","$2,424,969",,"$3,576,615",,,Ryan Ramczyk,,,,"$1,151,646",,Saints,,,2019,"$1,273,323"
26,"$1,677,485","$8,891,555","$2,829,131",,"$1,151,646",,,Ryan Ramczyk,,,,"$1,151,646",,Saints,,,2020,"$1,677,485"
27,-,,-,,-,,,Ryan Ramczyk,,,,-,,Saints,,,2021,-
26,"$750,000","$3,296,719","$1,583,333",,"$3,250,000",,,Josh Hill,,-,,"$833,333",,Saints,,,2016,"$3,296,719"
27,"$1,650,000","$5,146,719","$2,595,833",,"$3,316,667",,,Josh Hill,,"$112,500",,"$833,333",,Saints,,,2017,"$1,850,000"
28,"$1,800,000",,"$3,583,334",,"$2,633,334",,,Josh Hill,,"$200,000",,"$1,583,334",,Saints,,,2018,-
26,"$615,000","$3,690,000","$1,440,000",,"$3,690,000",,,K'Waun Williams,,-,,"$825,000",,49ers,-,,2017,"$3,690,000"
27,"$1,250,000","$5,208,750","$2,268,750",,"$3,550,000",,,K'Waun Williams,,"$218,750",,"$750,000",,49ers,"$50,000",,2018,"$1,518,750"
28,"$1,550,000","$7,043,125","$2,584,375",,"$1,550,000",,,K'Waun Williams,,"$234,375",,"$750,000",,49ers,"$50,000",,2019,"$1,834,375"
29,"$2,150,000","$9,477,500","$3,184,375",,"$750,000",,,K'Waun Williams,,"$234,375",,"$750,000",,49ers,"$50,000",,2020,"$2,434,375"
28,"$1,250,000","$3,750,000","$2,083,333",,"$3,750,000",,,Jack Crawford,,-,,"$833,333",,Falcons,,,2017,"$3,750,000"
29,"$2,250,000","$6,275,000","$3,358,333",,"$3,916,667",,,Jack Crawford,,"$275,000",,"$833,333",,Falcons,,,2018,"$2,525,000"
30,"$2,550,000","$9,133,224","$3,658,334",,"$3,383,334",,,Jack Crawford,,"$275,000",,"$833,334",,Falcons,,,2019,"$2,858,224"
28,"$800,000","$3,300,000","$1,550,000",,"$3,550,000",,,Chris Jones,,,,"$750,000",,Cowboys,,,2017,"$3,300,000"
29,"$1,200,000","$4,500,000","$1,700,000",,"$3,200,000",,,Chris Jones,,,,"$500,000",,Cowboys,,,2018,"$1,200,000"
30,"$1,800,000","$6,314,960","$2,300,000",,"$1,500,000",,,Chris Jones,,,,"$500,000",,Cowboys,,,2019,"$1,814,960"
31,"$1,900,000","$8,214,960","$2,400,000",,"$1,000,000",,,Chris Jones,,,,"$500,000",,Cowboys,,,2020,"$1,900,000"
32,"$2,000,000","$10,214,960","$2,500,000",,"$500,000",,,Chris Jones,,,,"$500,000",,Cowboys,,,2021,"$2,000,000"
27,"$1,400,000","$2,650,000","$1,983,333",,"$2,450,000",,,Raheem Mostert,,"$200,000",,"$333,333",,49ers,"$50,000",,2019,"$2,650,000"
28,"$2,575,000","$5,475,000","$3,158,333",,"$666,667",,,Raheem Mostert,,"$250,000",,"$333,333",,49ers,-,,2020,"$2,825,000"
29,"$2,875,000","$8,650,000","$3,508,334",,"$333,334",,,Raheem Mostert,,"$250,000",,"$333,334",,49ers,"$50,000",,2021,"$3,175,000"
26,"$720,000","$1,240,002","$865,002",,"$3,070,002",,,Riley Dixon,,-,,"$145,002",,Giants,-,,2019,"$1,240,002"
27,"$910,000","$3,900,002","$2,785,000",,"$2,925,000",,,Riley Dixon,,"$1,700,000",,"$125,000",,Giants,"$50,000",,2020,"$2,660,000"
28,"$2,750,000","$6,700,002","$2,925,000",,"$250,000",,,Riley Dixon,,-,,"$125,000",,Giants,"$50,000",,2021,"$2,800,000"
29,"$2,950,000","$9,950,002","$3,375,000",,"$125,000",,,Riley Dixon,,"$250,000",,"$125,000",,Giants,"$50,000",,2022,"$3,250,000"
30,"$1,000,000","$3,400,000","$1,800,000",,"$5,900,000",,,Virgil Green,,,,"$800,000",,Chargers,,,2018,"$3,400,000"
31,"$2,500,000","$5,900,000","$3,300,000",,"$4,100,000",,,Virgil Green,,,,"$800,000",,Chargers,,,2019,"$2,500,000"
32,"$2,700,000","$8,600,000","$3,500,000",,"$800,000",,,Virgil Green,,,,"$800,000",,Chargers,,,2020,"$2,700,000"
27,"$1,500,000","$3,250,000","$2,250,000",,"$3,000,000",,,Clayton Fejedelem,,"$250,000",,"$500,000",,Dolphins,-,,2020,"$3,250,000"
28,"$2,250,000","$5,775,000","$3,025,000",,"$1,000,000",,,Clayton Fejedelem,,"$250,000",,"$500,000",,Dolphins,"$25,000",,2021,"$2,525,000"
29,"$2,500,000","$8,550,000","$3,275,000",,"$500,000",,,Clayton Fejedelem,,"$250,000",,"$500,000",,Dolphins,"$25,000",,2022,"$2,775,000"
27,"$1,000,000","$4,750,000","$3,875,000",,"$4,400,000","$500,000",,Johnathan Hankins,"$875,000","$1,350,000",,,,Raiders,"$150,000",,2019,"$4,750,000"
28,"$3,750,000","$9,750,000","$5,875,000",,"$2,375,000","$750,000",,Johnathan Hankins,"$875,000","$350,000",,,,Raiders,"$150,000",,2020,"$5,000,000"
26,"$1,550,000","$3,568,750","$3,568,750",,"$5,050,000",,,Tevin Coleman,,"$1,918,750",,,,49ers,"$100,000",,2019,"$3,568,750"
27,"$4,550,000","$8,437,500","$4,868,750",,-,,,Tevin Coleman,,"$218,750",,,,49ers,"$100,000",,2020,"$4,868,750"
26,"$8,483,000","$8,483,000","$8,483,000",,"$8,483,000",,,Kenyan Drake,,,,,,Cardinals,,,2020,"$8,483,000"
28,"$1,300,000","$3,350,000","$1,850,000",,"$3,350,000",,,Patrick DiMarco,,-,,"$500,000",,Bills,"$50,000",,2017,"$3,350,000"
29,"$1,500,000","$4,900,000","$2,050,000",,"$3,050,000",,,Patrick DiMarco,,-,,"$500,000",,Bills,"$50,000",,2018,"$1,550,000"
30,"$1,600,000","$6,587,663","$2,150,000",,"$1,050,000",,,Patrick DiMarco,,-,,"$500,000",,Bills,"$50,000",,2019,"$1,687,663"
31,"$1,100,000","$7,987,663","$1,900,000",,"$500,000",,,Patrick DiMarco,,"$250,000",,"$500,000",,Bills,"$50,000",,2020,"$1,400,000"
27,"$1,500,000","$3,550,000","$3,550,000",,"$3,500,000",,,David Mayo,,"$2,000,000",,,,Giants,"$50,000",,2020,"$3,550,000"
28,"$2,250,000","$5,850,000","$2,300,000",,-,,,David Mayo,,-,,,,Giants,"$50,000",,2021,"$2,300,000"
29,"$2,500,000","$8,400,000","$2,550,000",,-,,,David Mayo,,-,,,,Giants,"$50,000",,2022,"$2,550,000"
34,"$2,400,000","$6,712,500","$6,712,500",,"$3,000,000",,,Ryan Kalil,,"$1,312,500",,"$3,000,000",,Jets,,,2019,"$6,712,500"
26,-,,-,,-,,,Germain Ifedi,,,,,,Bears,,,2020,-
30,"$569,118","$569,118","$881,618",,"$1,250,000",,,Bryan Anger,,-,,"$312,500",,Texans,,,2019,"$569,118"
31,"$1,250,000","$3,819,118","$2,416,666",,"$2,000,000",,,Bryan Anger,,"$750,000",,"$416,666",,Texans,,,2020,"$3,250,000"
32,"$2,500,000","$6,319,118","$2,916,666",,"$833,334",,,Bryan Anger,,-,,"$416,666",,Texans,,,2021,"$2,500,000"
33,"$2,500,000","$8,819,118","$2,916,668",,"$416,668",,,Bryan Anger,,-,,"$416,668",,Texans,,,2022,"$2,500,000"
30,"$7,800,000","$7,968,750","$7,968,750",,"$7,800,000",,,Mike Daniels,,"$168,750",,,,Lions,,,2019,"$7,968,750"
26,"$975,000","$2,900,000","$2,900,000",,"$2,350,000",,,Spencer Pulley,,"$1,900,000",,,,Giants,"$25,000",,2019,"$2,900,000"
27,"$2,325,000","$5,650,000","$2,750,000",,-,,,Spencer Pulley,,"$400,000",,,,Giants,"$25,000",,2020,"$2,750,000"
28,"$2,325,000","$8,400,000","$2,750,000",,-,,,Spencer Pulley,,"$400,000",,,,Giants,"$25,000",,2021,"$2,750,000"
34,"$2,150,000","$5,281,739","$5,025,000",,"$6,025,000","$250,000",,Steven Hauschka,,"$1,000,000",,"$1,625,000",,Bills,,,2019,"$5,281,739"
35,"$2,175,000","$7,706,739","$3,050,000",,"$1,250,000",-,,Steven Hauschka,,"$250,000",,"$625,000",,Bills,,,2020,"$2,425,000"
36,"$2,300,000","$10,256,739","$3,175,000",,"$625,000",-,,Steven Hauschka,,"$250,000",,"$625,000",,Bills,,,2021,"$2,550,000"
26,"$2,000,000","$3,875,000","$3,375,000",,"$2,000,000",,,Jeff Heuerman,,"$875,000",,"$500,000",,Broncos,,,2019,"$3,875,000"
27,"$3,000,000","$7,750,000","$4,375,000",,"$500,000",,,Jeff Heuerman,,"$875,000",,"$500,000",,Broncos,,,2020,"$3,875,000"
26,-,,-,,-,,,Breshad Perriman,,,,,,Jets,,,2020,-
27,"$910,000","$4,008,429","$2,958,429",,"$2,100,000",,,Juston Burris,,"$398,430",,"$1,050,000",,Panthers,"$600,000",,2020,"$4,008,429"
28,"$2,779,000","$7,908,054","$4,949,625",,"$1,050,000",,,Juston Burris,,"$520,625",,"$1,050,000",,Panthers,"$600,000",,2021,"$3,899,625"
28,"$2,500,000","$4,500,000","$3,500,000",,"$4,500,000",,,B.J. Finney,,-,,"$1,000,000",,Seahawks,,,2020,"$4,500,000"
29,"$3,075,000","$8,000,000","$4,500,000",,"$1,000,000",,,B.J. Finney,,"$425,000",,"$1,000,000",,Seahawks,,,2021,"$3,500,000"
27,"$1,500,000","$4,000,000","$2,750,000",,"$4,000,000",,,Danny Shelton,,,,"$1,250,000",,Lions,,,2020,"$4,000,000"
28,"$4,000,000","$8,000,000","$5,250,000",,"$1,250,000",,,Danny Shelton,,,,"$1,250,000",,Lions,,,2021,"$4,000,000"
21,"$495,000","$4,485,293","$1,452,636",,"$5,638,278",,,Byron Murphy,,,,"$957,636",,Cardinals,,,2019,"$4,485,293"
22,"$858,159","$5,343,452","$1,815,795",,"$4,680,642",,,Byron Murphy,,,,"$957,636",,Cardinals,,,2020,"$858,159"
23,"$1,221,318","$6,564,770","$2,178,954",,"$2,864,847",,,Byron Murphy,,,,"$957,636",,Cardinals,,,2021,"$1,221,318"
24,"$1,584,477","$8,149,247","$2,542,113",,"$957,636",,,Byron Murphy,,,,"$957,636",,Cardinals,,,2022,"$1,584,477"
33,"$1,400,000","$3,000,000","$2,300,000",,"$3,000,000",-,,Kevin Huber,,"$500,000",,"$350,000",,Bengals,"$50,000",,2018,"$3,000,000"
34,"$2,350,000","$5,409,854","$2,750,000",,"$750,000",-,,Kevin Huber,,-,,"$350,000",,Bengals,"$50,000",,2019,"$2,409,854"
35,"$2,500,000","$8,109,854","$3,050,000",,"$350,000","$150,000",,Kevin Huber,,-,,"$350,000",,Bengals,"$50,000",,2020,"$2,700,000"
23,"$495,000","$4,272,420","$1,439,355",,"$5,513,259",,,Rock Ya-Sin,,,,"$944,355",,Colts,,,2019,"$4,272,420"
24,"$854,839","$5,127,259","$1,799,194",,"$4,568,904",,,Rock Ya-Sin,,,,"$944,355",,Colts,,,2020,"$854,839"
25,"$1,214,678","$6,341,937","$2,159,033",,"$2,769,710",,,Rock Ya-Sin,,,,"$944,355",,Colts,,,2021,"$1,214,678"
26,"$1,574,517","$7,916,454","$2,518,872",,"$944,355",,,Rock Ya-Sin,,,,"$944,355",,Colts,,,2022,"$1,574,517"
23,"$435,000","$4,542,582","$1,439,224",,"$5,966,315",,,Damarious Randall,,-,,"$1,004,224",,Browns,,,2015,"$4,542,582"
24,"$794,806","$5,337,388","$1,799,030",,"$5,386,127",,,Damarious Randall,,-,,"$1,004,224",,Browns,,,2016,"$794,806"
25,"$1,154,612","$6,492,000","$2,158,836",,"$3,587,097",,,Damarious Randall,,-,,"$1,004,224",,Browns,,,2017,"$1,154,612"
26,"$1,090,381","$8,006,418","$1,514,418",,-,,,Damarious Randall,,"$424,037",,-,,Browns,,,2018,"$1,514,418"
27,"$9,069,000","$17,093,889","$9,069,000",,"$9,069,000",,,Damarious Randall,,-,,-,,Browns,,,2019,"$9,087,471"
21,"$495,000","$4,205,108","$1,422,527",,"$5,767,004",,,Jawaan Taylor,,,,"$927,527",,Jaguars,,,2019,"$4,205,108"
22,"$850,632","$5,055,740","$1,778,159",,"$4,839,477",,,Jawaan Taylor,,,,"$927,527",,Jaguars,,,2020,"$850,632"
23,"$1,206,264","$6,262,004","$2,133,791",,"$3,061,318",,,Jawaan Taylor,,,,"$927,527",,Jaguars,,,2021,"$1,206,264"
24,"$1,561,895","$7,823,899","$2,489,422",,"$927,527",,,Jawaan Taylor,,,,"$927,527",,Jaguars,,,2022,"$1,561,895"
29,"$2,850,000","$2,850,000","$2,850,000",,"$2,850,000",,,Jeff Heath,,,,,,Raiders,-,,2020,"$2,850,000"
30,"$3,050,000","$6,000,000","$3,150,000",,-,,,Jeff Heath,,,,,,Raiders,"$100,000",,2021,"$3,150,000"
21,"$495,000","$4,108,212","$1,388,895",,"$4,517,804",,,Greg Little,,,,"$893,895",,Panthers,,,2019,"$4,108,212"
22,"$842,224","$4,950,436","$1,736,119",,"$3,623,909",,,Greg Little,,,,"$893,895",,Panthers,,,2020,"$842,224"
23,"$1,189,448","$6,139,884","$2,083,343",,"$1,887,790",,,Greg Little,,,,"$893,895",,Panthers,,,2021,"$1,189,448"
24,"$1,536,672","$7,676,556","$2,430,567",,"$893,895",,,Greg Little,,,,"$893,895",,Panthers,,,2022,"$1,536,672"
22,"$480,000","$4,064,000","$1,376,000",,"$5,234,718",,,Austin Corbett,,,,"$896,000",,Rams,,,2018,"$4,064,000"
23,"$531,717","$4,596,430","$531,717",,"$531,717",,,Austin Corbett,,,,-,,Rams,,,2019,"$532,430"
24,"$1,163,490","$5,759,920","$1,163,490",,"$828,973",,,Austin Corbett,,,,-,,Rams,,,2020,"$1,163,490"
25,"$1,505,235","$7,265,155","$1,505,235",,-,,,Austin Corbett,,,,-,,Rams,,,2021,"$1,505,235"
26,"$630,000","$2,730,000","$1,230,000",,"$2,000,000",,,Michael Palardy,,-,,"$500,000",,Panthers,"$100,000",,2018,"$2,730,000"
27,"$800,000","$3,654,091","$1,400,000",,"$1,600,000",,,Michael Palardy,,-,,"$500,000",,Panthers,"$100,000",,2019,"$924,091"
28,"$1,840,000","$5,754,091","$2,600,000",,"$1,000,000",,,Michael Palardy,,"$160,000",,"$500,000",,Panthers,"$100,000",,2020,"$2,100,000"
29,"$2,180,000","$8,274,091","$3,020,000",,"$500,000",,,Michael Palardy,,"$240,000",,"$500,000",,Panthers,"$100,000",,2021,"$2,520,000"
22,"$495,000","$4,122,727","$1,364,994",,"$4,315,395",,,Cody Ford,,,,"$869,994",,Bills,-,,2019,"$4,122,727"
23,"$835,419","$4,958,146","$1,705,413",,"$3,445,401",,,Cody Ford,,,,"$869,994",,Bills,-,,2020,"$835,419"
24,"$1,127,498","$6,135,644","$2,047,492",,"$1,739,988",,,Cody Ford,,,,"$869,994",,Bills,"$50,000",,2021,"$1,177,498"
25,"$1,468,747","$7,654,391","$2,388,741",,"$869,994",,,Cody Ford,,,,"$869,994",,Bills,"$50,000",,2022,"$1,518,747"
36,"$1,015,000","$3,000,000","$1,700,000",,"$3,000,000",,,Dustin Colquitt,,,,"$650,000",,Chiefs,"$35,000",,2018,"$3,000,000"
37,"$2,450,000","$5,500,000","$3,150,000",,"$1,350,000",,,Dustin Colquitt,,,,"$650,000",,Chiefs,"$50,000",,2019,"$2,500,000"
38,"$1,950,000","$7,500,000","$2,650,000",,"$650,000",,,Dustin Colquitt,,,,"$650,000",,Chiefs,"$50,000",,2020,"$2,000,000"
32,-,,-,,-,,,Greg Zuerlein,,,,,,Cowboys,,,2020,-
33,-,,-,,-,,,Greg Zuerlein,,,,,,Cowboys,,,2021,-
34,-,,-,,-,,,Greg Zuerlein,,,,,,Cowboys,,,2022,-
22,"$480,000","$3,978,723","$1,354,680",,"$5,088,297",,,Will Hernandez,,,,"$874,680",,Giants,,,2018,"$3,978,723"
23,"$818,670","$4,797,393","$1,693,350",,"$4,213,617",,,Will Hernandez,,,,"$874,680",,Giants,,,2019,"$818,670"
24,"$1,157,340","$5,954,733","$2,032,020",,"$2,520,267",,,Will Hernandez,,,,"$874,680",,Giants,,,2020,"$1,157,340"
25,"$1,496,011","$7,450,744","$2,370,694",,"$874,683",,,Will Hernandez,,,,"$874,683",,Giants,,,2021,"$1,496,011"
27,"$798,928","$2,400,000","$1,599,285",,"$2,000,000",-,,Dustin Hopkins,,"$400,000",,"$400,357",,Redskins,,,2018,"$2,400,000"
28,"$2,275,000","$5,225,000","$3,225,357",,"$800,715","$50,000",,Dustin Hopkins,,"$500,000",,"$400,357",,Redskins,,,2019,"$2,825,000"
29,"$2,400,000","$8,125,000","$3,300,358",,"$400,358",-,,Dustin Hopkins,,"$500,000",,"$400,358",,Redskins,,,2020,"$2,900,000"
22,"$480,000","$3,929,524","$1,342,381",,"$5,896,309",,,Nick Chubb,,,,"$862,381",,Browns,,,2018,"$3,929,524"
23,"$815,595","$4,840,978","$1,677,976",,"$4,553,928",,,Nick Chubb,,,,"$862,381",,Browns,,,2019,"$911,454"
24,"$1,151,190","$5,992,168","$2,013,571",,"$2,875,952",,,Nick Chubb,,,,"$862,381",,Browns,,,2020,"$1,151,190"
25,"$1,486,786","$7,478,954","$2,349,167",,"$862,381",,,Nick Chubb,,,,"$862,381",,Browns,,,2021,"$1,486,786"
22,"$495,000","$3,879,360","$1,341,090",,"$4,214,633",,,Sean Bunting,,,,"$846,090",,Buccaneers,,,2019,"$3,879,360"
23,"$830,273","$4,709,633","$1,676,363",,"$3,368,543",,,Sean Bunting,,,,"$846,090",,Buccaneers,,,2020,"$830,273"
24,"$1,165,546","$5,875,179","$2,011,636",,"$1,692,180",,,Sean Bunting,,,,"$846,090",,Buccaneers,,,2021,"$1,165,546"
25,"$1,500,819","$7,375,998","$2,346,909",,"$846,090",,,Sean Bunting,,,,"$846,090",,Buccaneers,,,2022,"$1,500,819"
25,"$645,000","$1,757,980","$980,501",,"$5,332,168",,,Patrick Ricard,,-,,"$335,501",,Ravens,,,2019,"$1,757,980"
26,"$1,000,000","$6,057,980","$4,633,333",,"$4,996,667",,,Patrick Ricard,,"$3,300,000",,"$333,333",,Ravens,,,2020,"$4,300,000"
27,"$2,000,000","$8,057,980","$2,333,334",,"$333,334",,,Patrick Ricard,,-,,"$333,334",,Ravens,,,2021,"$2,000,000"
21,"$495,000","$3,794,380","$1,319,845",,"$4,124,341",,,Trayvon Mullen,,,,"$824,845",,Raiders,,,2019,"$3,794,380"
22,"$824,961","$4,619,341","$1,649,806",,"$3,299,496",,,Trayvon Mullen,,,,"$824,845",,Raiders,,,2020,"$824,961"
23,"$1,154,922","$5,774,263","$1,979,767",,"$1,649,690",,,Trayvon Mullen,,,,"$824,845",,Raiders,,,2021,"$1,154,922"
24,"$1,484,883","$7,259,146","$2,309,728",,"$824,845",,,Trayvon Mullen,,,,"$824,845",,Raiders,,,2022,"$1,484,883"
27,"$2,400,000","$4,315,014","$3,500,000",,"$4,000,000",-,,Jon Feliciano,,"$250,000",,"$750,000",,Bills,"$100,000",,2019,"$4,315,014"
28,"$2,650,000","$7,965,014","$4,400,000",,"$1,000,000","$400,000",,Jon Feliciano,,"$500,000",,"$750,000",,Bills,"$100,000",,2020,"$3,650,000"
25,"$1,450,000","$3,250,000","$2,083,333",,"$2,250,000",,,Jarrod Wilson,,,,"$583,333",,Jaguars,"$50,000",,2019,"$3,250,000"
26,"$2,450,000","$5,750,000","$3,083,333",,"$1,166,667",,,Jarrod Wilson,,,,"$583,333",,Jaguars,"$50,000",,2020,"$2,500,000"
27,"$2,200,000","$8,000,000","$2,833,334",,"$583,334",,,Jarrod Wilson,,,,"$583,334",,Jaguars,"$50,000",,2021,"$2,250,000"
23,"$480,000","$3,831,131","$1,317,782",,"$4,160,577",,,Darius Leonard,,,,"$837,782",,Colts,,,2018,"$3,831,131"
24,"$809,446","$4,640,577","$1,647,228",,"$3,322,795",,,Darius Leonard,,,,"$837,782",,Colts,,,2019,"$809,446"
25,"$1,138,891","$5,779,468","$1,976,673",,"$1,675,567",,,Darius Leonard,,,,"$837,782",,Colts,,,2020,"$1,138,891"
26,"$1,468,337","$7,247,805","$2,306,122",,"$837,785",,,Darius Leonard,,,,"$837,785",,Colts,,,2021,"$1,468,337"
23,"$495,000","$4,113,076","$1,399,519",,"$4,731,791",,,Deebo Samuel,,,,"$904,519",,49ers,,,2019,"$4,113,076"
24,"$844,880","$4,957,956","$1,749,399",,"$3,827,272",,,Deebo Samuel,,,,"$904,519",,49ers,,,2020,"$844,880"
25,"$1,144,760","$6,102,716","$2,049,279",,"$2,077,873",,,Deebo Samuel,,,,"$904,519",,49ers,,,2021,"$1,144,760"
26,"$1,144,760","$7,247,476","$2,049,279",,"$904,519",,,Deebo Samuel,,,,"$904,519",,49ers,,,2022,"$1,144,760"
22,"$480,000","$3,791,774","$1,307,943",,"$4,118,760",,,Braden Smith,,,,"$827,943",,Colts,,,2018,"$3,791,774"
23,"$806,986","$4,598,760","$1,634,929",,"$3,290,817",,,Braden Smith,,,,"$827,943",,Colts,,,2019,"$806,986"
24,"$1,133,972","$5,732,732","$1,961,915",,"$1,655,888",,,Braden Smith,,,,"$827,943",,Colts,,,2020,"$1,133,972"
25,"$1,460,958","$7,193,690","$2,288,903",,"$827,945",,,Braden Smith,,,,"$827,945",,Colts,,,2021,"$1,460,958"
24,"$495,000","$3,709,388","$1,298,597",,"$4,034,037",,,Dalton Risner,,,,"$803,597",,Broncos,-,,2019,"$3,709,388"
25,"$819,649","$4,529,037","$1,623,246",,"$3,230,440",,,Dalton Risner,,,,"$803,597",,Broncos,-,,2020,"$819,649"
26,"$1,069,299","$5,673,336","$1,947,896",,"$1,607,194",,,Dalton Risner,,,,"$803,597",,Broncos,"$75,000",,2021,"$1,144,299"
27,"$1,368,948","$7,142,284","$2,272,545",,"$803,597",,,Dalton Risner,,,,"$803,597",,Broncos,"$100,000",,2022,"$1,468,948"
22,"$437,469","$437,469","$1,259,902",,"$3,289,734",,,Kevin King,,,,"$822,433",,Packers,,,2017,"$437,469"
23,"$786,858","$1,224,327","$1,609,291",,"$3,854,159",,,Kevin King,,,,"$822,433",,Packers,,,2018,"$786,858"
24,"$1,108,717","$2,333,044","$1,931,150",,"$2,244,868",,,Kevin King,,,,"$822,433",,Packers,,,2019,"$1,108,717"
25,"$1,430,575","$3,763,619","$2,253,010",,"$822,435",,,Kevin King,,,,"$822,435",,Packers,,,2020,"$1,430,575"
21,"$480,000","$3,703,206","$1,285,801",,"$4,504,656",,,Ronald Jones II,,,,"$805,801",,Buccaneers,,,2018,"$3,703,206"
22,"$801,450","$4,504,656","$1,607,251",,"$3,218,855",,,Ronald Jones II,,,,"$805,801",,Buccaneers,,,2019,"$801,450"
23,"$1,122,901","$5,627,557","$1,928,702",,"$1,611,604",,,Ronald Jones II,,,,"$805,801",,Buccaneers,,,2020,"$1,122,901"
24,"$1,444,351","$7,071,908","$2,250,154",,"$805,803",,,Ronald Jones II,,,,"$805,803",,Buccaneers,,,2021,"$1,444,351"
21,"$465,000","$3,709,118","$1,276,029",,"$4,840,674",,,Cam Robinson,,,,"$811,029",,Jaguars,,,2017,"$3,709,118"
22,"$784,007","$4,493,125","$1,595,036",,"$4,029,645",,,Cam Robinson,,,,"$811,029",,Jaguars,,,2018,"$784,007"
23,"$1,103,015","$5,596,140","$1,914,044",,"$2,420,338",,,Cam Robinson,,,,"$811,029",,Jaguars,,,2019,"$1,103,015"
24,"$1,422,022","$7,018,162","$2,233,053",,"$811,031",,,Cam Robinson,,,,"$811,031",,Jaguars,,,2020,"$1,422,022"
22,"$495,000","$3,613,776","$1,274,694",,"$3,932,450",,,Drew Lock,,,,"$779,694",,Broncos,-,,2019,"$3,613,776"
23,"$813,674","$4,427,450","$1,593,368",,"$3,152,756",,,Drew Lock,,,,"$779,694",,Broncos,-,,2020,"$813,674"
24,"$1,057,347","$5,559,797","$1,912,041",,"$1,559,388",,,Drew Lock,,,,"$779,694",,Broncos,"$75,000",,2021,"$1,132,347"
25,"$1,351,021","$7,010,818","$2,230,715",,"$779,694",,,Drew Lock,,,,"$779,694",,Broncos,"$100,000",,2022,"$1,451,021"
26,"$1,506,800","$4,506,800","$2,506,800",,"$4,506,800",,,Chris Thompson,,-,,"$1,000,000",,Redskins,,,2017,"$4,506,800"
27,"$1,996,000","$6,659,050","$3,152,250",,"$3,996,000",,,Chris Thompson,,"$156,250",,"$1,000,000",,Redskins,,,2018,"$2,152,250"
28,"$2,750,000","$9,580,925","$3,921,875",,"$1,000,000",,,Chris Thompson,,"$171,875",,"$1,000,000",,Redskins,,,2019,"$2,921,875"
27,"$1,750,000","$3,800,000","$2,933,333",,"$2,270,588",,,Allen Hurns,,"$500,000",,"$683,333",,Dolphins,,,2019,"$3,800,000"
28,"$1,875,000","$6,275,000","$2,908,333",,"$866,667",,,Allen Hurns,,"$600,000",,"$433,333",,Dolphins,,,2020,"$2,475,000"
29,"$2,525,000","$9,400,000","$3,558,333",,"$433,334",,,Allen Hurns,,"$600,000",,"$433,333",,Dolphins,,,2021,"$3,125,000"
28,"$1,500,000","$4,003,125","$3,128,125",,"$3,300,000",,,Tavon Wilson,,"$703,125",,"$875,000",,Lions,"$50,000",,2018,"$4,003,125"
29,"$1,000,000","$5,803,125","$2,675,000",,"$925,000",,,Tavon Wilson,,"$750,000",,"$875,000",,Lions,"$50,000",,2019,"$1,800,000"
26,"$3,375,000","$3,625,000","$3,625,000",,"$3,375,000","$125,000",,Jalen Richard,,,,,,Raiders,"$125,000",,2020,"$3,625,000"
27,"$3,375,000","$7,125,000","$3,500,000",,-,-,,Jalen Richard,,,,,,Raiders,"$125,000",,2021,"$3,500,000"
25,"$805,000","$1,555,000","$1,055,000",,"$750,000",,,Maxx Williams,,-,,"$250,000",,Cardinals,,,2019,"$1,555,000"
26,"$2,850,000","$4,705,000","$3,400,000",,"$2,750,000",,,Maxx Williams,,"$300,000",,"$250,000",,Cardinals,,,2020,"$3,150,000"
27,"$2,550,000","$7,805,000","$3,350,000",,"$250,000",,,Maxx Williams,,"$550,000",,"$250,000",,Cardinals,,,2021,"$3,100,000"
35,"$3,500,000","$8,000,000","$8,000,000",,"$7,000,000","$1,000,000",,Brent Grimes,,"$3,500,000",,,,Buccaneers,,,2018,"$8,000,000"
35,"$1,750,000","$6,906,250","$6,906,250",,"$5,500,000",,,Greg Olsen,,"$1,406,250",,"$3,750,000",,Seahawks,,,2020,"$6,906,250"
20,"$480,000","$3,614,662","$1,263,665",,"$3,930,578",,,James Daniels,,,,"$783,665",,Bears,,,2018,"$3,614,662"
